ts_code,code,name,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,1K_amount,10K_amount,1M_amount,100M_amount,1B_amount
000912.SZ,000912,泸天化,20200320,4.09,4.43,4.43,3.93,4.31,-0.22,-0.051,37666523.0,156376973.85,156376.97384999998,15637.697384999998,156.37697384999998,1.5637697384999998,0.15637697385
000912.SZ,000912,泸天化,20200313,4.31,4.54,5.02,4.13,4.56,-0.25,-0.0548,84713828.0,392575615.32,392575.61532,39257.561532,392.57561532,3.9257561532,0.39257561532
000912.SZ,000912,泸天化,20200306,4.56,4.18,4.64,4.18,4.17,0.39,0.0935,55699504.0,245366612.82,245366.61281999998,24536.661281999997,245.36661281999997,2.4536661281999996,0.24536661281999997
000912.SZ,000912,泸天化,20200228,4.17,4.49,4.57,4.15,4.49,-0.32,-0.0713,55550467.0,245044394.15,245044.39415,24504.439415,245.04439415000002,2.4504439415,0.24504439415
000912.SZ,000912,泸天化,20200221,4.49,4.4,4.59,4.38,4.4,0.09,0.0205,49250139.0,221281701.34,221281.70134,22128.170134,221.28170134,2.2128170134,0.22128170134
000912.SZ,000912,泸天化,20200214,4.4,4.15,4.54,4.11,4.16,0.24,0.0577,49946087.0,217036286.21,217036.28621000002,21703.628621000003,217.03628621000004,2.1703628621000006,0.21703628621000007
000912.SZ,000912,泸天化,20200207,4.16,4.13,4.26,3.72,4.59,-0.43,-0.0937,40775851.0,165992601.06,165992.60106000002,16599.260106,165.99260106000003,1.6599260106000002,0.16599260106000002
000912.SZ,000912,泸天化,20200123,4.59,4.78,4.83,4.52,4.77,-0.18,-0.0377,20606825.0,96887306.42,96887.30642000001,9688.730642,96.88730642,0.9688730642,0.09688730642
000912.SZ,000912,泸天化,20200117,4.77,4.99,5.07,4.76,5.02,-0.25,-0.0498,30268282.0,148514780.79,148514.78079,14851.478078999999,148.51478078999997,1.4851478078999998,0.14851478078999997
000912.SZ,000912,泸天化,20200110,5.02,4.98,5.14,4.87,4.99,0.03,0.006,51433041.0,257057060.07,257057.06007,25705.706007,257.05706007000003,2.5705706007000004,0.25705706007000007
000912.SZ,000912,泸天化,20200103,4.99,4.73,5.05,4.67,4.78,0.21,0.0439,29716173.0,144863307.15,144863.30715,14486.330715,144.86330715,1.4486330715,0.14486330715
000912.SZ,000912,泸天化,20191227,4.78,4.88,4.88,4.67,4.88,-0.1,-0.0205,28698115.0,137415122.38,137415.12238,13741.512238,137.41512237999999,1.3741512237999998,0.13741512237999998
000912.SZ,000912,泸天化,20191220,4.88,4.84,4.96,4.78,4.84,0.04,0.0083,41291573.0,201776957.39,201776.95739,20177.695739,201.77695738999998,2.0177695739,0.20177695738999998
000912.SZ,000912,泸天化,20191213,4.84,4.71,4.94,4.66,4.69,0.15,0.032,46499333.0,223047177.78,223047.17778,22304.717778,223.04717777999997,2.2304717777999996,0.22304717777999997
000912.SZ,000912,泸天化,20191206,4.69,4.58,4.73,4.54,4.6,0.09,0.0196,21610388.0,100702947.64,100702.94764,10070.294764,100.70294764,1.0070294764,0.10070294764000001
000912.SZ,000912,泸天化,20191129,4.6,4.6,4.79,4.53,4.63,-0.03,-0.0065,28243287.0,131253608.32,131253.60832,13125.360832,131.25360832,1.3125360832000001,0.13125360832000002
000912.SZ,000912,泸天化,20191122,4.63,4.56,4.88,4.48,4.57,0.06,0.0131,31866037.0,148680468.3,148680.4683,14868.046830000001,148.6804683,1.486804683,0.14868046829999998
000912.SZ,000912,泸天化,20191115,4.57,4.82,4.83,4.56,4.82,-0.25,-0.0519,19518680.0,91669177.32,91669.17731999999,9166.917731999998,91.66917731999997,0.9166917731999997,0.09166917731999998
000912.SZ,000912,泸天化,20191108,4.82,4.92,4.95,4.8,4.92,-0.1,-0.0203,16303273.0,79474906.18,79474.90618,7947.490618000001,79.47490618,0.7947490618,0.07947490618
000912.SZ,000912,泸天化,20191101,4.92,4.96,5.18,4.81,5.06,-0.14,-0.0277,28123208.0,140459635.47,140459.63547,14045.963547000001,140.45963547000002,1.4045963547000002,0.14045963547
000912.SZ,000912,泸天化,20191025,5.06,5.0,5.22,4.9,4.99,0.07,0.014,29830713.0,150217292.2,150217.2922,15021.72922,150.2172922,1.502172922,0.1502172922
000912.SZ,000912,泸天化,20191018,4.99,5.18,5.37,4.96,5.14,-0.15,-0.0292,29020412.0,149341679.09,149341.67909,14934.167909,149.34167908999999,1.4934167908999998,0.14934167908999998
000912.SZ,000912,泸天化,20191011,5.14,5.04,5.36,4.98,5.03,0.11,0.0219,26421266.0,136134253.73,136134.25373,13613.425373,136.13425373,1.3613425373,0.13613425373000002
000912.SZ,000912,泸天化,20190930,5.03,5.11,5.15,5.0,5.09,-0.06,-0.0118,4753756.0,24136391.92,24136.391920000002,2413.639192,24.13639192,0.2413639192,0.02413639192
000912.SZ,000912,泸天化,20190927,5.09,5.3,5.54,5.02,5.29,-0.2,-0.0378,48420623.0,252800199.76,252800.19976,25280.019976,252.80019976,2.5280019976,0.25280019976
000912.SZ,000912,泸天化,20190920,5.29,5.55,5.6,5.17,5.54,-0.25,-0.0451,55322792.0,297077993.51,297077.99351,29707.799351,297.07799351,2.9707799351,0.29707799350999997
000912.SZ,000912,泸天化,20190912,5.54,5.58,5.74,5.36,5.51,0.03,0.0054,89304466.0,491713834.98,491713.83498000004,49171.383498,491.71383498,4.9171383498,0.49171383498
000912.SZ,000912,泸天化,20190906,5.51,4.79,5.83,4.76,4.83,0.68,0.1408,88795367.0,479644204.21,479644.20421,47964.420421,479.64420421,4.7964420421,0.47964420421
000912.SZ,000912,泸天化,20190830,4.83,4.82,5.06,4.77,4.98,-0.15,-0.0301,42773517.0,210183057.11,210183.05711000002,21018.305711,210.18305711000002,2.1018305711000003,0.21018305711000002
000912.SZ,000912,泸天化,20190823,4.98,4.96,5.48,4.86,4.88,0.1,0.0205,77101286.0,394276451.59,394276.45158999995,39427.64515899999,394.2764515899999,3.942764515899999,0.3942764515899999
000912.SZ,000912,泸天化,20190816,4.88,4.7,5.07,4.63,4.73,0.15,0.0317,45338347.0,219721850.16,219721.85016,21972.185016,219.72185016,2.1972185016,0.21972185016
000912.SZ,000912,泸天化,20190809,4.73,5.12,5.24,4.66,5.12,-0.39,-0.0762,42421707.0,208063066.61,208063.06661,20806.306661000002,208.06306661000002,2.0806306661000002,0.20806306661
000912.SZ,000912,泸天化,20190802,5.12,5.08,5.26,4.85,5.13,-0.01,-0.0019,41073517.0,209919587.51,209919.58750999998,20991.958751,209.91958750999999,2.0991958751,0.20991958751
000912.SZ,000912,泸天化,20190726,5.13,5.4,5.69,5.12,5.3,-0.17,-0.0321,97993280.0,527815105.09,527815.10509,52781.510509,527.81510509,5.2781510509,0.52781510509
000912.SZ,000912,泸天化,20190719,5.3,5.7,5.87,5.2,6.0,-0.7,-0.1167,137143454.0,756236290.28,756236.29028,75623.629028,756.2362902799999,7.5623629027999995,0.75623629028
000912.SZ,000912,泸天化,20190712,6.0,5.19,6.1,4.85,5.19,0.81,0.1561,164223226.0,920823120.24,920823.12024,92082.312024,920.82312024,9.2082312024,0.92082312024
000912.SZ,000912,泸天化,20190705,5.19,5.52,5.66,5.12,5.4,-0.21,-0.0389,87255270.0,470122528.28,470122.52827999997,47012.252828,470.12252828,4.701225282799999,0.47012252827999995
000912.SZ,000912,泸天化,20190628,5.4,6.56,6.64,5.32,6.62,-1.22,-0.1843,194797858.0,1136933557.56,1136933.5575599999,113693.35575599999,1136.9335575599998,11.369335575599997,1.1369335575599997
000912.SZ,000912,泸天化,20190621,6.62,5.67,7.21,5.6,5.4,1.22,0.2259,285879263.0,1872607783.42,1872607.78342,187260.778342,1872.60778342,18.7260778342,1.8726077834200001
000912.SZ,000912,泸天化,20190614,5.4,4.3,5.4,4.24,4.28,1.12,0.2617,65672826.0,311476698.62,311476.69862,31147.669862,311.47669862,3.1147669862,0.31147669862
000912.SZ,000912,泸天化,20190606,4.28,4.62,4.62,4.21,4.62,-0.34,-0.0736,32420570.0,142073826.02,142073.82602,14207.382602000001,142.07382602,1.4207382602,0.14207382602000002
000912.SZ,000912,泸天化,20190531,4.62,4.71,4.85,4.55,4.62,0.0,0.0,43728171.0,205319423.42,205319.42341999998,20531.942342,205.31942342,2.0531942342,0.20531942341999998
