ts_code,code,name,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,1K_amount,10K_amount,1M_amount,100M_amount,1B_amount
600066.SH,600066,宇通客车,20200320,12.68,14.23,14.23,12.12,14.09,-1.41,-0.1001,86170422.0,1122302977.0,1122302.977,112230.2977,1122.302977,11.22302977,1.122302977
600066.SH,600066,宇通客车,20200313,14.09,15.04,15.11,13.42,15.27,-1.18,-0.0773,78066367.0,1125147021.0,1125147.021,112514.7021,1125.147021,11.25147021,1.125147021
600066.SH,600066,宇通客车,20200306,15.27,15.25,15.78,15.07,15.08,0.19,0.0126,82590056.0,1272968451.0,1272968.451,127296.84509999999,1272.968451,12.72968451,1.2729684510000001
600066.SH,600066,宇通客车,20200228,15.08,15.19,16.38,15.06,15.11,-0.03,-0.002,172378195.0,2699415186.0,2699415.186,269941.5186,2699.415186,26.994151860000002,2.6994151860000004
600066.SH,600066,宇通客车,20200221,15.11,14.1,15.35,14.08,14.08,1.03,0.0732,125896614.0,1843553217.0,1843553.217,184355.3217,1843.553217,18.43553217,1.8435532169999997
600066.SH,600066,宇通客车,20200214,14.08,13.95,14.73,13.82,14.1,-0.02,-0.0014,112542754.0,1605604576.0,1605604.576,160560.4576,1605.604576,16.05604576,1.605604576
600066.SH,600066,宇通客车,20200207,14.1,14.2,14.54,13.63,15.78,-1.68,-0.1065,137951550.0,1939239394.0,1939239.394,193923.9394,1939.239394,19.392393939999998,1.939239394
600066.SH,600066,宇通客车,20200123,15.78,15.51,16.56,15.48,15.38,0.4,0.026,125563306.0,2026248921.0,2026248.921,202624.8921,2026.2489209999999,20.26248921,2.0262489209999996
600066.SH,600066,宇通客车,20200117,15.38,14.73,15.45,14.22,14.45,0.93,0.0644,178632198.0,2648023259.0,2648023.259,264802.3259,2648.023259,26.48023259,2.648023259
600066.SH,600066,宇通客车,20200110,14.45,14.3,14.52,14.23,14.4,0.05,0.0035,81220775.0,1168474625.0,1168474.625,116847.4625,1168.4746249999998,11.684746249999998,1.1684746249999998
600066.SH,600066,宇通客车,20200103,14.4,14.14,14.55,14.06,14.16,0.24,0.0169,64848445.0,928560272.0,928560.272,92856.0272,928.5602719999999,9.28560272,0.928560272
600066.SH,600066,宇通客车,20191227,14.16,14.23,14.38,13.97,14.23,-0.07,-0.0049,41344706.0,584800408.0,584800.408,58480.0408,584.8004080000001,5.848004080000001,0.5848004080000001
