ts_code,code,name,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,1K_amount,10K_amount,1M_amount,100M_amount
688189.SH,688189,南新制药,20200326,69.0,69.25,60.67,65.09,34.94,30.15,86.2908,206048.01,1320825.712,132082.5712,1320.825712,13.20825712
688189.SH,688189,南新制药,20200327,62.0,62.96,55.0,55.08,65.09,-10.01,-15.3787,135318.75,788460.626,78846.0626,788.460626,7.884606260000001
688189.SH,688189,南新制药,20200330,52.0,53.48,48.5,48.58,55.08,-6.5,-11.801,92597.58,469329.296,46932.9296,469.329296,4.693292959999999
688189.SH,688189,南新制药,20200331,49.1,49.75,45.82,46.49,48.58,-2.09,-4.3022,73383.43,348672.043,34867.2043,348.672043,3.48672043
688189.SH,688189,南新制药,20200401,46.1,47.2,44.92,45.08,46.49,-1.41,-3.0329,58487.42,268809.108,26880.9108,268.80910800000004,2.6880910800000004
688189.SH,688189,南新制药,20200402,44.89,46.38,44.2,46.0,45.08,0.92,2.0408,55935.54,253739.078,25373.9078,253.739078,2.53739078
688189.SH,688189,南新制药,20200403,45.4,46.65,44.15,44.18,46.0,-1.82,-3.9565,55928.27,253456.349,25345.6349,253.456349,2.53456349
688189.SH,688189,南新制药,20200407,45.0,45.8,44.51,45.09,44.18,0.91,2.0598,48268.46,217732.272,21773.2272,217.732272,2.1773227200000003
688189.SH,688189,南新制药,20200408,44.75,47.33,44.2,45.98,45.09,0.89,1.9738,59778.08,273638.325,27363.8325,273.638325,2.7363832500000003
688189.SH,688189,南新制药,20200409,45.99,47.09,45.24,46.45,45.98,0.47,1.0222,54320.62,250454.702,25045.4702,250.454702,2.50454702
688189.SH,688189,南新制药,20200410,46.54,48.27,45.91,46.2,46.45,-0.25,-0.5382,62447.84,293674.836,29367.4836,293.674836,2.93674836
688189.SH,688189,南新制药,20200413,45.91,45.95,44.22,44.39,46.2,-1.81,-3.9177,39279.49,175769.606,17576.9606,175.76960599999998,1.7576960599999998
688189.SH,688189,南新制药,20200414,44.7,45.22,44.23,44.92,44.39,0.53,1.194,32275.87,144240.542,14424.0542,144.24054199999998,1.4424054199999998
