ts_code,code,name,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,1K_amount,10K_amount,1M_amount,100M_amount
301159.SZ,301159,三维天地,20220107,57.0,71.5,57.0,60.1,30.28,29.82,98.4808,124130.77,764875.825,76487.58249999999,764.8758249999998,7.648758249999998
301159.SZ,301159,三维天地,20220110,64.0,66.8,58.13,62.05,60.1,1.95,3.2446,116642.37,737899.735,73789.9735,737.899735,7.37899735
301159.SZ,301159,三维天地,20220111,57.45,66.6,56.03,62.53,62.05,0.48,0.7736,110423.76,663515.688,66351.5688,663.515688,6.635156879999999
301159.SZ,301159,三维天地,20220112,60.65,64.36,58.68,59.86,62.53,-2.67,-4.27,84897.94,515604.817,51560.4817,515.6048169999999,5.156048169999999
301159.SZ,301159,三维天地,20220113,60.81,72.14,59.85,68.7,59.86,8.84,14.7678,125145.13,836802.786,83680.27859999999,836.8027859999999,8.368027859999998
301159.SZ,301159,三维天地,20220114,64.98,67.47,61.06,62.38,68.7,-6.32,-9.1994,101829.57,648553.494,64855.34939999999,648.5534939999999,6.485534939999999
301159.SZ,301159,三维天地,20220117,62.0,63.8,58.0,59.91,62.38,-2.47,-3.9596,75776.94,461002.889,46100.2889,461.002889,4.61002889
301159.SZ,301159,三维天地,20220118,61.78,64.48,57.0,59.2,59.91,-0.71,-1.1851,83794.64,512802.215,51280.2215,512.802215,5.1280221500000005
301159.SZ,301159,三维天地,20220119,57.12,59.88,56.41,57.85,59.2,-1.35,-2.2804,53779.01,310887.767,31088.7767,310.887767,3.10887767
301159.SZ,301159,三维天地,20220120,57.0,57.79,51.36,51.36,57.85,-6.49,-11.2187,67974.44,366729.891,36672.9891,366.729891,3.66729891
301159.SZ,301159,三维天地,20220121,50.2,50.8,46.2,46.27,51.36,-5.09,-9.9104,57653.21,279223.078,27922.3078,279.223078,2.79223078
301159.SZ,301159,三维天地,20220124,45.41,47.5,45.0,45.82,46.27,-0.45,-0.9726,39938.81,184825.514,18482.5514,184.825514,1.84825514
301159.SZ,301159,三维天地,20220125,45.87,48.33,45.12,45.54,45.82,-0.28,-0.6111,37166.37,172290.096,17229.009599999998,172.29009599999998,1.7229009599999998
301159.SZ,301159,三维天地,20220126,45.06,45.6,42.65,43.37,45.54,-2.17,-4.765,43424.13,189448.738,18944.8738,189.448738,1.89448738
301159.SZ,301159,三维天地,20220127,43.69,43.69,40.0,40.21,43.37,-3.16,-7.2861,36445.4,151900.562,15190.0562,151.900562,1.5190056200000002
301159.SZ,301159,三维天地,20220128,41.06,41.92,40.71,41.14,40.21,0.93,2.3129,26792.25,110747.345,11074.7345,110.747345,1.10747345
301159.SZ,301159,三维天地,20220207,42.51,43.1,41.91,43.0,41.14,1.86,4.5211,28415.1,120584.861,12058.4861,120.584861,1.20584861
301159.SZ,301159,三维天地,20220208,42.6,43.63,41.5,43.0,43.0,0.0,0.0,29570.51,126124.26,12612.426,126.12426,1.2612426
301159.SZ,301159,三维天地,20220209,43.0,44.46,42.81,43.88,43.0,0.88,2.0465,36256.65,158552.351,15855.2351,158.552351,1.5855235099999998
301159.SZ,301159,三维天地,20220210,44.8,47.64,44.54,45.01,43.88,1.13,2.5752,52222.63,238396.503,23839.6503,238.396503,2.38396503
301159.SZ,301159,三维天地,20220211,43.81,44.86,43.2,44.54,45.01,-0.47,-1.0442,37428.94,165161.79,16516.179,165.16179,1.6516179
301159.SZ,301159,三维天地,20220214,43.48,43.94,41.01,41.7,44.54,-2.84,-6.3763,37547.98,159134.693,15913.4693,159.134693,1.59134693
301159.SZ,301159,三维天地,20220215,41.79,42.3,41.26,42.29,41.7,0.59,1.4149,24473.04,102609.042,10260.9042,102.609042,1.02609042
301159.SZ,301159,三维天地,20220216,50.48,50.75,50.48,50.75,42.29,8.46,20.0047,28263.73,143288.423,14328.8423,143.288423,1.43288423
301159.SZ,301159,三维天地,20220217,56.0,58.0,47.6,47.6,50.75,-3.15,-6.2069,101563.25,546420.129,54642.0129,546.420129,5.46420129
301159.SZ,301159,三维天地,20220218,46.33,50.66,46.21,48.52,47.6,0.92,1.9328,68421.88,333407.224,33340.7224,333.407224,3.33407224
301159.SZ,301159,三维天地,20220221,47.22,52.09,47.22,49.84,48.52,1.32,2.7205,65578.89,328208.333,32820.8333,328.208333,3.28208333
301159.SZ,301159,三维天地,20220222,48.21,49.79,46.03,47.24,49.84,-2.6,-5.2167,58035.37,277929.592,27792.9592,277.929592,2.77929592
301159.SZ,301159,三维天地,20220223,48.56,48.94,47.0,47.24,47.24,0.0,0.0,41072.32,196355.36,19635.536,196.35536,1.9635536
301159.SZ,301159,三维天地,20220224,46.3,47.22,42.69,43.5,47.24,-3.74,-7.917,47946.01,216200.641,21620.0641,216.200641,2.16200641
301159.SZ,301159,三维天地,20220225,44.13,44.76,43.68,44.35,43.5,0.85,1.954,25304.54,111796.24,11179.624,111.79624,1.1179624
301159.SZ,301159,三维天地,20220228,44.6,44.74,43.06,44.36,44.35,0.01,0.0225,18625.51,81717.21,8171.721,81.71721000000001,0.8171721000000001
301159.SZ,301159,三维天地,20220301,44.27,45.87,44.05,45.87,44.36,1.51,3.404,29036.54,130842.427,13084.2427,130.842427,1.30842427
301159.SZ,301159,三维天地,20220302,45.68,47.2,44.92,47.05,45.87,1.18,2.5725,39075.0,180389.554,18038.9554,180.389554,1.80389554
301159.SZ,301159,三维天地,20220303,46.65,48.3,45.71,47.3,47.05,0.25,0.5313,47256.4,222561.623,22256.1623,222.561623,2.22561623
301159.SZ,301159,三维天地,20220304,47.25,50.27,46.16,48.72,47.3,1.42,3.0021,60124.25,291365.076,29136.5076,291.365076,2.91365076
301159.SZ,301159,三维天地,20220307,48.0,49.8,46.02,47.02,48.72,-1.7,-3.4893,44287.67,211173.761,21117.3761,211.173761,2.11173761
301159.SZ,301159,三维天地,20220308,46.5,48.13,43.51,44.01,47.02,-3.01,-6.4015,41746.06,192875.561,19287.5561,192.875561,1.92875561
