ts_code,code,name,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,1K_amount,10K_amount,1M_amount,100M_amount
688223.SH,688223,晶科能源,20220126,8.5,11.95,8.5,10.55,5.0,5.55,111.0,8819791.99,8997736.843,899773.6843000001,8997.736843,89.97736843000001
688223.SH,688223,晶科能源,20220127,10.5,11.33,10.05,10.17,10.55,-0.38,-3.6019,3998215.57,4237713.866,423771.3866,4237.713866,42.37713866
688223.SH,688223,晶科能源,20220128,10.03,10.84,9.07,10.51,10.17,0.34,3.3432,2673743.6,2658018.417,265801.8417,2658.018417,26.58018417
688223.SH,688223,晶科能源,20220207,10.84,10.93,10.01,10.65,10.51,0.14,1.3321,2118566.87,2215525.6,221552.56,2215.5256,22.155256
688223.SH,688223,晶科能源,20220208,10.31,10.69,9.72,10.32,10.65,-0.33,-3.0986,1928489.5,1959155.897,195915.5897,1959.155897,19.59155897
688223.SH,688223,晶科能源,20220209,10.26,11.22,9.97,11.06,10.32,0.74,7.1705,2070793.79,2209131.119,220913.1119,2209.131119,22.091311189999995
688223.SH,688223,晶科能源,20220210,10.93,10.96,9.95,9.96,11.06,-1.1,-9.9458,1989707.36,2047415.597,204741.5597,2047.415597,20.47415597
688223.SH,688223,晶科能源,20220211,9.69,10.18,9.32,9.41,9.96,-0.55,-5.5221,1649574.82,1609038.508,160903.8508,1609.038508,16.090385079999997
688223.SH,688223,晶科能源,20220214,9.3,9.59,9.18,9.42,9.41,0.01,0.1063,695292.02,653466.682,65346.6682,653.466682,6.53466682
688223.SH,688223,晶科能源,20220215,9.47,10.18,9.4,9.99,9.42,0.57,6.051,1396229.03,1381768.453,138176.8453,1381.768453,13.81768453
688223.SH,688223,晶科能源,20220216,10.08,10.55,10.02,10.42,9.99,0.43,4.3043,1169883.7,1213990.747,121399.0747,1213.990747,12.13990747
688223.SH,688223,晶科能源,20220217,10.38,10.95,10.31,10.52,10.42,0.1,0.9597,972917.18,1038279.97,103827.997,1038.27997,10.3827997
688223.SH,688223,晶科能源,20220218,10.43,10.91,10.38,10.52,10.52,0.0,0.0,670504.03,710673.962,71067.3962,710.6739620000001,7.106739620000001
688223.SH,688223,晶科能源,20220221,10.66,11.42,10.53,11.38,10.52,0.86,8.1749,1126306.23,1234762.446,123476.2446,1234.762446,12.34762446
688223.SH,688223,晶科能源,20220222,11.19,12.18,10.96,11.65,11.38,0.27,2.3726,1096918.44,1268587.903,126858.7903,1268.587903,12.68587903
688223.SH,688223,晶科能源,20220223,11.65,11.7,11.32,11.43,11.65,-0.22,-1.8884,733023.05,843546.935,84354.69350000001,843.5469350000001,8.43546935
688223.SH,688223,晶科能源,20220224,11.43,12.2,11.21,11.64,11.43,0.21,1.8373,1312566.0,1538918.934,153891.8934,1538.918934,15.38918934
688223.SH,688223,晶科能源,20220225,11.99,12.28,11.36,11.59,11.64,-0.05,-0.4296,747720.1,881079.605,88107.9605,881.079605,8.81079605
688223.SH,688223,晶科能源,20220228,11.79,12.82,11.4,12.5,11.59,0.91,7.8516,1159587.9,1410271.942,141027.1942,1410.271942,14.10271942
688223.SH,688223,晶科能源,20220301,12.86,13.79,12.31,12.73,12.5,0.23,1.84,1389610.86,1786202.376,178620.2376,1786.202376,17.86202376
688223.SH,688223,晶科能源,20220302,12.89,13.05,12.18,12.86,12.73,0.13,1.0212,1119880.95,1414248.258,141424.8258,1414.248258,14.14248258
688223.SH,688223,晶科能源,20220303,12.75,12.93,12.3,12.3,12.86,-0.56,-4.3546,597745.69,749968.415,74996.84150000001,749.968415,7.49968415
688223.SH,688223,晶科能源,20220304,12.2,12.81,12.1,12.33,12.3,0.03,0.2439,682181.86,849801.403,84980.1403,849.8014029999999,8.49801403
688223.SH,688223,晶科能源,20220307,12.33,12.76,11.87,12.42,12.33,0.09,0.7299,782306.68,969558.286,96955.8286,969.558286,9.69558286
688223.SH,688223,晶科能源,20220308,12.47,13.2,12.14,12.52,12.42,0.1,0.8052,1093330.49,1389929.403,138992.9403,1389.929403,13.899294029999998
688223.SH,688223,晶科能源,20220309,12.8,13.05,11.7,12.2,12.52,-0.32,-2.5559,1648359.65,2039662.003,203966.2003,2039.662003,20.39662003
688223.SH,688223,晶科能源,20220310,12.5,13.38,12.43,12.9,12.2,0.7,5.7377,1606925.2,2069115.543,206911.5543,2069.1155430000003,20.69115543
688223.SH,688223,晶科能源,20220311,12.43,12.74,11.93,12.4,12.9,-0.5,-3.876,1337926.66,1648403.826,164840.38259999998,1648.4038259999998,16.48403826
688223.SH,688223,晶科能源,20220314,12.13,12.75,11.99,12.31,12.4,-0.09,-0.7258,863918.49,1070539.877,107053.9877,1070.5398770000002,10.705398770000002
688223.SH,688223,晶科能源,20220315,12.0,12.95,11.91,12.57,12.31,0.26,2.1121,1095928.58,1375831.025,137583.10249999998,1375.8310249999995,13.758310249999996
688223.SH,688223,晶科能源,20220316,12.65,12.85,11.44,12.32,12.57,-0.25,-1.9889,1539677.32,1881102.877,188110.2877,1881.1028770000005,18.811028770000004
688223.SH,688223,晶科能源,20220317,12.5,12.65,11.58,11.84,12.32,-0.48,-3.8961,1376671.83,1647851.776,164785.1776,1647.851776,16.47851776
688223.SH,688223,晶科能源,20220318,11.7,11.95,11.3,11.83,11.84,-0.01,-0.0845,723775.88,846787.966,84678.7966,846.787966,8.46787966
688223.SH,688223,晶科能源,20220321,11.96,12.86,11.83,12.39,11.83,0.56,4.7337,1021762.12,1270384.01,127038.401,1270.38401,12.7038401
688223.SH,688223,晶科能源,20220322,12.25,12.68,12.0,12.27,12.39,-0.12,-0.9685,865450.66,1065363.546,106536.3546,1065.363546,10.65363546
688223.SH,688223,晶科能源,20220323,12.4,12.62,12.25,12.57,12.27,0.3,2.445,703768.91,877519.663,87751.9663,877.519663,8.77519663
688223.SH,688223,晶科能源,20220324,12.6,12.6,11.83,12.19,12.57,-0.38,-3.0231,645533.45,787539.767,78753.9767,787.539767,7.87539767
688223.SH,688223,晶科能源,20220325,12.22,12.39,11.51,11.56,12.19,-0.63,-5.1682,599970.73,715836.748,71583.67480000001,715.8367480000001,7.158367480000001
688223.SH,688223,晶科能源,20220325,12.22,12.39,11.51,11.56,12.19,-0.63,-5.1682,599970.73,715836.748,71583.67480000001,715.8367480000001,7.158367480000001
688223.SH,688223,晶科能源,20220329,11.69,11.77,10.96,11.41,11.56,-0.15,-1.2976,609047.94,693043.01,69304.301,693.0430100000001,6.930430100000001
688223.SH,688223,晶科能源,20220329,11.69,11.77,10.96,11.41,11.56,-0.15,-1.2976,609047.94,693043.01,69304.301,693.0430100000001,6.930430100000001
